circRNA,disease,preScore
hsa_circ_0006732,Pancreatic cancer,0.4662
hsa_circ_0001098,Pancreatic cancer,0.4652
hsa_circ_0002130,Pancreatic cancer,0.4635
hsa_circ_0136959,Pancreatic cancer,0.4621
hsa_circ_0126897,Pancreatic cancer,0.4619
hsa_circ_0000079,Pancreatic cancer,0.4616
hsa_circ_0000005,Pancreatic cancer,0.4611
hsa_circ_0000006,Pancreatic cancer,0.4611
circ_0115744,Pancreatic cancer,0.4606
hsa_circ_0000516,Pancreatic cancer,0.4595
hsa_circ_0000218,Pancreatic cancer,0.4587
hsa_circ_0007611,Pancreatic cancer,0.4581
hsa_circ_0068871,Pancreatic cancer,0.4563
hsa_circ_0044722,Pancreatic cancer,0.4555
circ_0062491,Pancreatic cancer,0.4545
hsa_circ_0001543,Pancreatic cancer,0.4545
hsa_circ_0005317,Pancreatic cancer,0.4545
hsa_circ_0004674,Pancreatic cancer,0.4522
hsa_circ_009755,Pancreatic cancer,0.4516
hsa_circ_0001255,Pancreatic cancer,0.4515
hsa_circ_0006294,Pancreatic cancer,0.4512
hsa_circ_0029426,Pancreatic cancer,0.4511
hsa_circ_0082002,Pancreatic cancer,0.4505
hsa_circ_0004417,Pancreatic cancer,0.4495
hsa_circ_0004680,Pancreatic cancer,0.4489
circ_0000511,Pancreatic cancer,0.4485
hsa_circ_0004520,Pancreatic cancer,0.4479
hsa_circ_0098964,Pancreatic cancer,0.4476
circ_0029426,Pancreatic cancer,0.4466
hsa_circ_0001879,Pancreatic cancer,0.4458
hsa_circ_0011269,Pancreatic cancer,0.4458
hsa_circ_0070401,Pancreatic cancer,0.4455
hsa_circ_0000423,Pancreatic cancer,0.4454
hsa_circ_0012721,Pancreatic cancer,0.4452
hsa_circ_0096157,Pancreatic cancer,0.4448
hsa_circ_0043632,Pancreatic cancer,0.4447
hsa_circ_0031288,Pancreatic cancer,0.4434
hsa_circ_0000798,Pancreatic cancer,0.4429
hsa_circ_0010170,Pancreatic cancer,0.4428
hsa_circ_0002142,Pancreatic cancer,0.4427
hsa_circ_0051443,Pancreatic cancer,0.4422
hsa_circ_0002945,Pancreatic cancer,0.4419
hsa_circ_0046366,Pancreatic cancer,0.4414
hsa_circ_0002495,Pancreatic cancer,0.4411
hsa_circ_0091570,Pancreatic cancer,0.4404
hsa_circ_0008068,Pancreatic cancer,0.4402
hsa_circ_0001038,Pancreatic cancer,0.4393
hsa_circ_001242,Pancreatic cancer,0.439
hsa_circ_0002052,Pancreatic cancer,0.4384
hsa_circ_0101432,Pancreatic cancer,0.4382
hsa_circ_0005529,Pancreatic cancer,0.438
hsa_circ_0009634,Pancreatic cancer,0.438
hsa_circ_0025508,Pancreatic cancer,0.4372
hsa_circ_0020594,Pancreatic cancer,0.4371
hsa_circ_0063561,Pancreatic cancer,0.4369
hsa_circ_0030586,Pancreatic cancer,0.4366
hsa_circ_0006282,Pancreatic cancer,0.4364
hsa_circ_0005051,Pancreatic cancer,0.4362
circ_0007766,Pancreatic cancer,0.4358
hsa_circ_0056288,Pancreatic cancer,0.4352
hsa_circ_0092315,Pancreatic cancer,0.4347
circ_0023642,Pancreatic cancer,0.4347
hsa_circ_0109320,Pancreatic cancer,0.4346
hsa_circ_0048856,Pancreatic cancer,0.4339
hsa_circ_0131242,Pancreatic cancer,0.4337
hsa_circ_0000670,Pancreatic cancer,0.4336
hsa_circ_0075828,Pancreatic cancer,0.4334
hsa_circ_0049658,Pancreatic cancer,0.4323
hsa_circ_0036474,Pancreatic cancer,0.4323
hsa_circ_0015260,Pancreatic cancer,0.4318
hsa_circ_0127801,Pancreatic cancer,0.4317
hsa_circ_0000221,Pancreatic cancer,0.4315
hsa_circ_0089378,Pancreatic cancer,0.4314
hsa_circ_0008043,Pancreatic cancer,0.431
circ_0039151,Pancreatic cancer,0.4307
hsa_circ_0018534,Pancreatic cancer,0.4306
hsa_circ_0000554,Pancreatic cancer,0.4303
hsa_circ_0002711,Pancreatic cancer,0.4299
hsa_circ_0026359,Pancreatic cancer,0.4297
hsa_circ_0001326,Pancreatic cancer,0.4296
hsa_circ_0063526,Pancreatic cancer,0.4296
hsa_circ_0079929,Pancreatic cancer,0.4293
hsa_circ_0032253,Pancreatic cancer,0.4291
hsa_circ_0002138,Pancreatic cancer,0.4289
hsa_circ_0110102,Pancreatic cancer,0.4288
hsa_circ_0001361,Pancreatic cancer,0.4283
hsa_circ_0054652,Pancreatic cancer,0.4282
hsa_circ_0004870,Pancreatic cancer,0.4281
hsa_circ_0047688,Pancreatic cancer,0.4281
hsa_circ_0092341,Pancreatic cancer,0.428
hsa_circ_0022935,Pancreatic cancer,0.4276
hsa_circ_0008602,Pancreatic cancer,0.4274
hsa_circ_0058830,Pancreatic cancer,0.4271
hsa_circ_0001568,Pancreatic cancer,0.427
hsa_circ_0085154,Pancreatic cancer,0.427
hsa_circ_0000792,Pancreatic cancer,0.4269
hsa_circ_0042261,Pancreatic cancer,0.4268
hsa_circ_0091581,Pancreatic cancer,0.4264
hsa_circ_0001438,Pancreatic cancer,0.4263
hsa_circ_0092374,Pancreatic cancer,0.4261
hsa_circ_0011021,Pancreatic cancer,0.4259
hsa_circ_0000142,Pancreatic cancer,0.4256
circ_0072088,Pancreatic cancer,0.4252
hsa_circ_0001320,Pancreatic cancer,0.4249
hsa_circ_0001283,Pancreatic cancer,0.4245
hsa_circ_0088196,Pancreatic cancer,0.4245
hsa_circ_0053277,Pancreatic cancer,0.4244
hsa_circ_0049487,Pancreatic cancer,0.4243
hsa_circ_0037515,Pancreatic cancer,0.4238
circ_0091581,Pancreatic cancer,0.4234
hsa_circ_0005836,Pancreatic cancer,0.4232
hsa_circ_0029589,Pancreatic cancer,0.423
hsa_circ_0126991,Pancreatic cancer,0.4227
hsa_circ_0000711,Pancreatic cancer,0.4224
hsa_circ_0006220,Pancreatic cancer,0.422
hsa_circ_0005379,Pancreatic cancer,0.4218
hsa_circ_0000177,Pancreatic cancer,0.4213
hsa_circ_0020007,Pancreatic cancer,0.4213
hsa_circ_0000013,Pancreatic cancer,0.4203
hsa_circ_0021254,Pancreatic cancer,0.4202
circ_0006404,Pancreatic cancer,0.4202
hsa_circ_0030042,Pancreatic cancer,0.42
hsa_circ_0058246,Pancreatic cancer,0.42
hsa_circ_0003586,Pancreatic cancer,0.4196
hsa_circ_0066077,Pancreatic cancer,0.4192
hsa_circ_0084021,Pancreatic cancer,0.419
hsa_circ_0000080,Pancreatic cancer,0.4187
hsa_circ_0092340,Pancreatic cancer,0.4179
hsa_circ_0087391,Pancreatic cancer,0.4178
hsa_circ_0092125,Pancreatic cancer,0.4174
hsa_circ_0032683,Pancreatic cancer,0.4169
hsa_circ_0001190,Pancreatic cancer,0.4165
hsa_circ_0062705,Pancreatic cancer,0.4163
hsa_circ_0054659,Pancreatic cancer,0.4163
hsa_circ_0034472,Pancreatic cancer,0.4162
hsa_circ_0007013,Pancreatic cancer,0.4155
hsa_circ_0001386,Pancreatic cancer,0.4154
hsa_circ_0068610,Pancreatic cancer,0.4153
hsa_circ_0008975,Pancreatic cancer,0.415
hsa_circ_0076690,Pancreatic cancer,0.4147
hsa_circ_0024892,Pancreatic cancer,0.4146
hsa_circ_0000981,Pancreatic cancer,0.414
hsa_circ_0088233,Pancreatic cancer,0.414
hsa_circ_0046599,Pancreatic cancer,0.414
hsa_circ_0013520,Pancreatic cancer,0.4139
hsa_circ_0011292,Pancreatic cancer,0.4139
hsa_circ_0030055,Pancreatic cancer,0.4135
hsa_circ_0027089,Pancreatic cancer,0.4134
hsa_circ_0032832,Pancreatic cancer,0.4131
hsa_circ_0000092,Pancreatic cancer,0.413
hsa_circ_0037658,Pancreatic cancer,0.4128
hsa_circ_0091894,Pancreatic cancer,0.4125
hsa_circ_0081000,Pancreatic cancer,0.4122
hsa_circ_0007694,Pancreatic cancer,0.4121
hsa_circ_0085019,Pancreatic cancer,0.412
hsa_circ_0082182,Pancreatic cancer,0.4118
hsa_circ_0049224,Pancreatic cancer,0.4115
hsa_circ_0072567,Pancreatic cancer,0.4114
hsa_circ_0061259,Pancreatic cancer,0.411
hsa_circ_0052112,Pancreatic cancer,0.4109
hsa_circ_0131457,Pancreatic cancer,0.4106
circ_0000326,Pancreatic cancer,0.4106
hsa_circ_0100129,Pancreatic cancer,0.4096
hsa_circ_0081047,Pancreatic cancer,0.4095
circ_0000338,Pancreatic cancer,0.4095
hsa_circ_0021001,Pancreatic cancer,0.4093
hsa_circ_0064451,Pancreatic cancer,0.4085
hsa_circ_0000650,Pancreatic cancer,0.4085
hsa_circ_0000654,Pancreatic cancer,0.4084
hsa_circ_0047924,Pancreatic cancer,0.4083
hsa_circ_0057518,Pancreatic cancer,0.4081
hsa_circ_0037516,Pancreatic cancer,0.408
hsa_circ_0110251,Pancreatic cancer,0.4076
hsa_circ_0010882,Pancreatic cancer,0.4073
hsa_circ_0000488,Pancreatic cancer,0.4072
hsa_circ_0005603,Pancreatic cancer,0.4071
hsa_circ_0006127,Pancreatic cancer,0.4071
hsa_circ_0043813,Pancreatic cancer,0.407
hsa_circ_0034912,Pancreatic cancer,0.407
hsa_circ_0009172,Pancreatic cancer,0.4068
hsa_circ_0064557,Pancreatic cancer,0.4066
hsa_circ_0001346,Pancreatic cancer,0.4063
hsa_circ_0000326,Pancreatic cancer,0.4062
hsa_circ_0001451,Pancreatic cancer,0.4062
hsa_circ_0124644,Pancreatic cancer,0.4062
hsa_circ_0128298,Pancreatic cancer,0.4061
hsa_circ_0008667,Pancreatic cancer,0.4053
hsa_circ_0006174,Pancreatic cancer,0.4053
hsa_circ_0040805,Pancreatic cancer,0.4052
circ_001215,Pancreatic cancer,0.4048
hsa_circ_0082582,Pancreatic cancer,0.4046
hsa_circ_0019069,Pancreatic cancer,0.4046
hsa_circ_0068515,Pancreatic cancer,0.404
hsa_circ_0076248,Pancreatic cancer,0.404
hsa_circ_0078602,Pancreatic cancer,0.4038
hsa_circ_0088442,Pancreatic cancer,0.4037
hsa_circ_0032627,Pancreatic cancer,0.4037
hsa_circ_0026231,Pancreatic cancer,0.4032
hsa_circ_0008172,Pancreatic cancer,0.4032
hsa_circ_0076535,Pancreatic cancer,0.4029
circ_0001836,Pancreatic cancer,0.4028
hsa_circ_0082824,Pancreatic cancer,0.4027
circ_0004136,Pancreatic cancer,0.4025
circ_0014130,Pancreatic cancer,0.4021
hsa_circ_0006835,Pancreatic cancer,0.402
hsa_circ_0005320,Pancreatic cancer,0.4019
hsa_circ_0128533,Pancreatic cancer,0.4019
hsa_circ_0000026,Pancreatic cancer,0.4016
hsa_circ_0001836,Pancreatic cancer,0.4009
hsa_circ_0002078,Pancreatic cancer,0.4008
hsa_circ_0003732,Pancreatic cancer,0.4008
hsa_circ_0002203,Pancreatic cancer,0.4006
hsa_circ_0051079,Pancreatic cancer,0.4002
hsa_circ_0001561,Pancreatic cancer,0.4002
hsa_circ_001436,Pancreatic cancer,0.4
hsa_circ_0091579,Pancreatic cancer,0.4
hsa_circ_0020707,Pancreatic cancer,0.3998
hsa_circ_0017536,Pancreatic cancer,0.3997
hsa_circ_0001178,Pancreatic cancer,0.3991
circ_0001178,Pancreatic cancer,0.3988
hsa_circ_0007750,Pancreatic cancer,0.3988
hsa_circ_0008133,Pancreatic cancer,0.3987
hsa_circ_0006460,Pancreatic cancer,0.3987
hsa_circ_0062163,Pancreatic cancer,0.3984
hsa_circ_0030569,Pancreatic cancer,0.3978
hsa_circ_0001742,Pancreatic cancer,0.3977
hsa_circ_0008615,Pancreatic cancer,0.3976
hsa_circ_0003524,Pancreatic cancer,0.3973
hsa_circ_0001394,Pancreatic cancer,0.3973
circ_0015756,Pancreatic cancer,0.3973
hsa_circ_0100213,Pancreatic cancer,0.397
hsa_circ_0015879,Pancreatic cancer,0.3967
hsa_circ_0062582,Pancreatic cancer,0.3967
hsa_circ_0100891,Pancreatic cancer,0.3966
hsa_circ_0002316,Pancreatic cancer,0.3966
hsa_circ_0029853,Pancreatic cancer,0.3964
hsa_circ_0000317,Pancreatic cancer,0.3958
hsa_circ_0081162,Pancreatic cancer,0.3957
hsa_circ_0043949,Pancreatic cancer,0.3957
hsa_circ_0001588,Pancreatic cancer,0.3955
hsa_circ_0008016,Pancreatic cancer,0.3955
hsa_circ_0055625,Pancreatic cancer,0.3954
hsa_circ_0000775,Pancreatic cancer,0.3953
hsa_circ_0056159,Pancreatic cancer,0.3949
hsa_circ_0004015,Pancreatic cancer,0.3948
hsa_circ_0068942,Pancreatic cancer,0.3948
hsa_circ_0029633,Pancreatic cancer,0.3941
circ_0008450,Pancreatic cancer,0.394
hsa_circ_0000658,Pancreatic cancer,0.3936
hsa_circ_0079662,Pancreatic cancer,0.3936
hsa_circ_0067512,Pancreatic cancer,0.3935
hsa_circ_0001953,Pancreatic cancer,0.3935
hsa_circ_0020732,Pancreatic cancer,0.3933
hsa_circ_0001009,Pancreatic cancer,0.3932
hsa_circ_0066922,Pancreatic cancer,0.393
hsa_circ_0082081,Pancreatic cancer,0.3927
hsa_circ_0000504,Pancreatic cancer,0.3918
hsa_circ_0038467,Pancreatic cancer,0.3917
hsa_circ_0032970,Pancreatic cancer,0.3915
hsa_circ_0014235,Pancreatic cancer,0.3915
hsa_circ_0005615,Pancreatic cancer,0.3915
hsa_circ_0001204,Pancreatic cancer,0.3915
hsa_circ_0082333,Pancreatic cancer,0.3913
hsa_circ_0074026,Pancreatic cancer,0.3912
hsa_circ_0069767,Pancreatic cancer,0.3911
hsa_circ_0001192,Pancreatic cancer,0.3902
hsa_circ_0002161,Pancreatic cancer,0.3902
hsa_circ_0076906,Pancreatic cancer,0.3898
hsa_circ_0003505,Pancreatic cancer,0.3897
hsa_circ_0002570,Pancreatic cancer,0.3896
hsa_circ_0000147,Pancreatic cancer,0.3895
hsa_circ_0038374,Pancreatic cancer,0.3895
hsa_circ_0051172,Pancreatic cancer,0.3895
hsa_circ_0041796,Pancreatic cancer,0.3894
hsa_circ_0006774,Pancreatic cancer,0.3892
circ_0084927,Pancreatic cancer,0.3889
hsa_circ_0048301,Pancreatic cancer,0.3888
hsa_circ_0079891,Pancreatic cancer,0.3884
circ_0018064,Pancreatic cancer,0.3884
hsa_circ_0056048,Pancreatic cancer,0.3882
hsa_circ_0005556,Pancreatic cancer,0.3878
hsa_circ_0006411,Pancreatic cancer,0.3872
hsa_circ_0024002,Pancreatic cancer,0.3871
circ_0014717,Pancreatic cancer,0.3868
hsa_circ_0092303,Pancreatic cancer,0.3868
hsa_circ_0077179,Pancreatic cancer,0.3865
hsa_circ_0006772,Pancreatic cancer,0.3862
hsa_circ_0006260,Pancreatic cancer,0.3862
hsa_circ_0000181,Pancreatic cancer,0.3861
hsa_circ_0025129,Pancreatic cancer,0.3859
hsa_circ_0001839,Pancreatic cancer,0.3859
hsa_circ_0032891,Pancreatic cancer,0.3854
hsa_circ_0015310,Pancreatic cancer,0.3854
circ_0000735,Pancreatic cancer,0.3852
hsa_circ_0000799,Pancreatic cancer,0.3852
hsa_circ_0030998,Pancreatic cancer,0.3852
hsa_circ_0082688,Pancreatic cancer,0.385
hsa_circ_0039943,Pancreatic cancer,0.3848
hsa_circ_0046600,Pancreatic cancer,0.3848
hsa_circ_0132246,Pancreatic cancer,0.3846
hsa_circ_0001824,Pancreatic cancer,0.3846
circ_0084043,Pancreatic cancer,0.3844
hsa_circ_0054971,Pancreatic cancer,0.3841
hsa_circ_0004442,Pancreatic cancer,0.3841
circ_0051398,Pancreatic cancer,0.3837
circ_0000285,Pancreatic cancer,0.3837
hsa_circ_0005963,Pancreatic cancer,0.3836
hsa_circ_0130438,Pancreatic cancer,0.3835
hsa_circ_0049220,Pancreatic cancer,0.3833
hsa_circ_0007006,Pancreatic cancer,0.3832
hsa_circ_0082846,Pancreatic cancer,0.3831
hsa_circ_0078715,Pancreatic cancer,0.383
hsa_circ_0015729,Pancreatic cancer,0.3826
hsa_circ_0005777,Pancreatic cancer,0.3823
circ_0079593,Pancreatic cancer,0.3822
hsa_circ_0004873,Pancreatic cancer,0.3821
hsa_circ_0007445,Pancreatic cancer,0.382
hsa_circ_0082689,Pancreatic cancer,0.382
hsa_circ_0043634,Pancreatic cancer,0.3819
hsa_circ_0089974,Pancreatic cancer,0.3819
hsa_circ_0004798,Pancreatic cancer,0.3819
circ_0071589,Pancreatic cancer,0.3819
hsa_circ_0000073,Pancreatic cancer,0.3815
hsa_circ_0093390,Pancreatic cancer,0.3813
hsa_circ_0088227,Pancreatic cancer,0.381
circ_000987,Pancreatic cancer,0.3809
circ_0076305,Pancreatic cancer,0.3808
hsa_circ_0101802,Pancreatic cancer,0.3808
hsa_circ_0087960,Pancreatic cancer,0.3808
hsa_circ_0000592,Pancreatic cancer,0.3806
hsa_circ_0001085,Pancreatic cancer,0.3803
hsa_circ_0004050,Pancreatic cancer,0.3802
hsa_circ_0075686,Pancreatic cancer,0.3801
hsa_circ_0070382,Pancreatic cancer,0.3801
hsa_circ_0006022,Pancreatic cancer,0.38
hsa_circ_0021977,Pancreatic cancer,0.38
hsa_circ_0072566,Pancreatic cancer,0.3798
hsa_circ_0003141,Pancreatic cancer,0.3797
hsa_circ_0031979,Pancreatic cancer,0.3795
hsa_circ_0002632,Pancreatic cancer,0.3795
hsa_circ_0006988,Pancreatic cancer,0.3794
hsa_circ_0062389,Pancreatic cancer,0.3794
hsa_circ_0001895,Pancreatic cancer,0.3793
hsa_circ_0092857,Pancreatic cancer,0.3793
hsa_circ_0005218,Pancreatic cancer,0.3785
hsa_circ_0102273,Pancreatic cancer,0.3781
hsa_circ_0087215,Pancreatic cancer,0.378
hsa_circ_0104852,Pancreatic cancer,0.3776
hsa_circ_0000690,Pancreatic cancer,0.3774
hsa_circ_0000657,Pancreatic cancer,0.3772
hsa_circ_0048677,Pancreatic cancer,0.377
hsa_circ_0048232,Pancreatic cancer,0.3767
hsa_circ_0137287,Pancreatic cancer,0.3767
hsa_circ_0067735,Pancreatic cancer,0.3766
hsa_circ_0001687,Pancreatic cancer,0.3765
hsa_circ_0033155,Pancreatic cancer,0.3764
hsa_circ_0080210,Pancreatic cancer,0.3764
hsa_circ_0006318,Pancreatic cancer,0.3764
hsa_circ_0062960,Pancreatic cancer,0.3763
hsa_circ_0051470,Pancreatic cancer,0.3762
hsa_circ_0009362,Pancreatic cancer,0.3759
hsa_circ_0000291,Pancreatic cancer,0.3755
hsa_circ_0030777,Pancreatic cancer,0.3755
hsa_circ_0084188,Pancreatic cancer,0.3751
hsa_circ_0002320,Pancreatic cancer,0.3749
hsa_circ_0060927,Pancreatic cancer,0.3749
hsa_circ_0086720,Pancreatic cancer,0.3747
hsa_circ_0076251,Pancreatic cancer,0.3746
hsa_circ_0097271,Pancreatic cancer,0.3746
hsa_circ_0000915,Pancreatic cancer,0.3745
hsa_circ_0003855,Pancreatic cancer,0.3745
hsa_circ_0000519,Pancreatic cancer,0.3744
hsa_circ_0130810,Pancreatic cancer,0.3743
hsa_circ_0137008,Pancreatic cancer,0.3743
hsa_circ_0000426,Pancreatic cancer,0.3742
hsa_circ_0050707,Pancreatic cancer,0.3742
hsa_circ_0075341,Pancreatic cancer,0.3742
hsa_circ_0000993,Pancreatic cancer,0.3739
hsa_circ_0061274,Pancreatic cancer,0.3738
hsa_circ_0092509,Pancreatic cancer,0.3734
circ_0085616,Pancreatic cancer,0.3731
hsa_circ_0054660,Pancreatic cancer,0.3725
circ_0000337,Pancreatic cancer,0.3725
circ_0057558,Pancreatic cancer,0.3723
hsa_circ_0017736,Pancreatic cancer,0.3722
circ_0028171,Pancreatic cancer,0.3721
hsa_circ_0139996,Pancreatic cancer,0.372
hsa_circ_0006461,Pancreatic cancer,0.3713
hsa_circ_0057576,Pancreatic cancer,0.3711
hsa_circ_0001200,Pancreatic cancer,0.371
hsa_circ_0092233,Pancreatic cancer,0.3709
hsa_circ_0000523,Pancreatic cancer,0.3708
hsa_circ_0040823,Pancreatic cancer,0.3706
hsa_circ_0119873,Pancreatic cancer,0.3706
hsa_circ_0017068,Pancreatic cancer,0.3704
hsa_circ_0006948,Pancreatic cancer,0.3703
hsa_circ_0090049,Pancreatic cancer,0.3703
hsa_circ_0004826,Pancreatic cancer,0.3696
hsa_circ_0003159,Pancreatic cancer,0.3694
hsa_circ_0001667,Pancreatic cancer,0.3694
hsa_circ_0004913,Pancreatic cancer,0.3692
hsa_circ_0133159,Pancreatic cancer,0.3692
hsa_circ_0003496,Pancreatic cancer,0.3691
hsa_circ_0087064,Pancreatic cancer,0.3691
hsa_circ_0008558,Pancreatic cancer,0.3691
hsa_circ_0008922,Pancreatic cancer,0.3691
hsa_circ_0031242,Pancreatic cancer,0.3691
hsa_circ_0109291,Pancreatic cancer,0.3689
hsa_circ_0004585,Pancreatic cancer,0.3688
hsa_circ_0001564,Pancreatic cancer,0.3684
hsa_circ_0022812,Pancreatic cancer,0.3683
hsa_circ_0000231,Pancreatic cancer,0.3681
hsa_circ_0000885,Pancreatic cancer,0.3678
hsa_circ_0000042,Pancreatic cancer,0.3671
hsa_circ_0002082,Pancreatic cancer,0.367
hsa_circ_0082003,Pancreatic cancer,0.3665
hsa_circ_0083357,Pancreatic cancer,0.3664
hsa_circ_0023303,Pancreatic cancer,0.3664
circ_0004507,Pancreatic cancer,0.3663
circ_0000950,Pancreatic cancer,0.366
hsa_circ_0005654,Pancreatic cancer,0.366
hsa_circ_0000372,Pancreatic cancer,0.3658
hsa_circ_000334,Pancreatic cancer,0.3657
hsa_circ_0008345,Pancreatic cancer,0.3656
hsa_circ_0072215,Pancreatic cancer,0.3656
hsa_circ_0002874,Pancreatic cancer,0.3655
hsa_circ_0071820,Pancreatic cancer,0.3653
hsa_circ_0060060,Pancreatic cancer,0.3652
hsa_circ_0021553,Pancreatic cancer,0.3652
circ_0102049,Pancreatic cancer,0.3647
hsa_circ_0043256,Pancreatic cancer,0.3645
hsa_circ_0005397,Pancreatic cancer,0.3644
hsa_circ_0087784,Pancreatic cancer,0.3643
hsa_circ_0013549,Pancreatic cancer,0.364
hsa_circ_0002137,Pancreatic cancer,0.3639
hsa_circ_0088364,Pancreatic cancer,0.3638
hsa_circ_0127245,Pancreatic cancer,0.3635
hsa_circ_0000512,Pancreatic cancer,0.3634
hsa_circ_0007609,Pancreatic cancer,0.3633
hsa_circ_0089105,Pancreatic cancer,0.3633
hsa_circ_0007364,Pancreatic cancer,0.3632
hsa_circ_0027446,Pancreatic cancer,0.3632
hsa_circ_0012737,Pancreatic cancer,0.3632
